ID HPO,Nombre total,Pourcentage,Libellé,Nombre de gene associés,4 premiers Genes,Tous les Genes,Nombre de présence dans les maladies,1 premiers maladies associés,Toutes les maladies associés
HP:0001513,60,0.161790481327%,Obesity,60,IFT27 | OFD1 | CEP290 | PTEN ...,IFT27 | OFD1 | CEP290 | PTEN | APOE | ARL13B | KIF7 | ARNT2 | WDR34 | WDPCP | SDCCAG8 | RAP1B | RAP1A | NPHP1 | GNAS-AS1 | RAI1 | NSD1 | APC2 | RAB23 | IFT172 | EGF | PROKR2 | MKKS | WT1 | TRAF3IP1 | BBS10 | BBS12 | AHI1 | IFT140 | TRIM32 | RERE | ANOS1 | PDSS1 | LMNA | CACNA1S | CNNM2 | FGFR3 | FGFR1 | AFF4 | MKS1 | PNPLA6 | GNAS | CEP164 | BRAF | WNT4 | STX16 | KMT2D | BBIP1 | CHD7 | TTC8 | KDM6A | POMC | LZTFL1 | BBS5 | ARL6 | BBS9 | BBS1 | BBS2 | BBS4 | BBS7 ,116,"Syndrome 48,XXYY ...","Syndrome 48,XXYY | Syndrome de Sotos | Pseudohypoparathyroïdie type 1A | Syndrome de microdélétion 16p11.2 proximale | Syndrome de Bardet-Biedl | Puberté précoce centrale | Dystrophie musculaire d'Emery-Dreifuss autosomique récessive | Petite taille associée à SHOX | Syndrome de microduplication 7q11.23 | Syndrome 48,XXXY | Obésité par déficit en prohormone convertase I | Syndrome de microdélétion Xq21 | Dysgénésie gonadique mixte 45,X/46,XY | Obésité par déficit en SIM1 | Myopathie à surcharge lipidique multisystémique | Rétinite pigmentaire | Syndrome de Carpenter | Hyperplasie congénitale des surrénales par déficit en 21-hydroxylase classique | Obésité sévère précoce avec résistance à l'insuline par déficit en SH2B1 | Syndrome de Kleefstra dû à une microdélétion 9q34 | Syndrome de Turner par anomalies de structure du chromosome X | Monosomie 22q13 | Dysplasie épiphysaire multiple type Al-Gazali | Obésité par déficit congénital en leptine | Syndrome de microdélétion 8p23.1 | Syndrome de délétion 6q16 | Méningiome | Syndrome de Prader-Willi-like | Trisomie 21 | Syndrome de Laurence-Moon | Syndrome MOMO | Maladie de Dorfman-Chanarin | Monosomie 13q34 | Dysbêtalipoprotéinémie | Déficience intellectuelle liée à l'X type Shashi | Obésité par déficit en pro-opiomélanocortine | Syndrome de Summitt | Spectre de dysplasie septo-optique | Syndrome d'obésité infantile d'installation rapide-dysfonctionnement hypothalamique-hypoventilation-dysautonomie | Syndrome de délétion 1p36 | Syndrome de Kallmann | Syndrome de Cohen | Syndrome de délétion 6q terminale | Microtriplication 11q24.1 | Syndrome de déficience intellectuelle sévère-hypotonie-strabisme-traits grossiers du visage-planovalgus | Déficience intellectuelle liée à l'X type Cabezas | Déficit en aromatase | Hypercholestérolémie due au déficit en cholesterol 7alpha-hydroxylase | Syndrome de Silver-Russell | Syndrome de microduplication 3q29 | Pseudohypoparathyroïdie avec ostéodystrophie héréditaire d'Albright | Monosomie X en mosaïque | Forme symptomatique du syndrome de Coffin-Lowry de la femme porteuse | Syndrome de paraplégie spastique-retard de développement sévère-épilepsie | Paralysie périodique thyrotoxique | Aplasie müllérienne et hyperandrogénie | Adénocarcinome de l'oesophage | Bêta-mercaptolactate cystéine disulfidurie | Acro-céphalo-syndactylie | Syndrome de paraplégie spastique-déficience intellectuelle-nystagmus-obésité | Obésité par déficit en récepteur de la leptine | Dystrophie musculaire d'Emery-Dreifuss autosomique dominante | Syndrome de Smith-Magenis | Syndrome de rétinite pigmentaire-déficience intellectuelle-surdité-hypogonadisme | Syndrome d'hypogonadisme-prolapsus de la valve mitrale-déficience intellectuelle | Craniopharyngiome | Syndrome d'Urban-Rogers-Meyer | Syndrome de Kleefstra | Syndrome de microduplication Xp11.22p11.23 | Pseudohypoparathyroïdie type 1C | Polycythémie secondaire | Syndrome du chromosome Y en anneau | Syndrome de délétion 22q11.2 | Syndrome d'hydrocéphalie-obésité-hypogonadisme | Syndrome d'ankylose des pouces-brachydactylie-déficience intellectuelle | Obésité par déficit du récepteur de la mélanocortine 4 | Acrodysostose avec résistance aux multiples hormones | Syndrome de microdélétion 2q37 | Syndrome de Williams | Syndrome de sténose subaortique-petite taille | Hypomagnésémie primaire familiale avec normocalciurie et normocalcémie | Syndrome de Kabuki | Déficience intellectuelle liée à l'X type Stevenson | Syndrome de Hernández-Aguirre Negrete | Syndrome de microdélétion 1p21.3 | Syndrome de Turner | Syndrome de craniosynostose-hydrocéphalie-malformation d'Arnold-Chiari type I-synostose radio-ulnaire | Syndrome d'obésité-colite-hypothyroïdie-hypertrophie cardiaque-retard de développement | Syndrome de déficience intellectuelle liée à l'X-hypogonadisme-ichtyose-obésité-petite taille | Syndrome d'hydrocéphalie-dysplasie costo-vertébrale-anomalie de Sprengel | Disomie uniparentale d'origine paternelle du chromosome 1 | Syndrome WAGR | Syndrome de MEHMO | Syndrome de microdélétion 19p13.12 | Syndrome cubito-mammaire | Syndrome de Beckwith-Wiedemann | Narcolepsie de type 1 | Syndrome d'hypogonadisme hypogonadotrope-rétinite pigmentaire | Syndrome de déficience intellectuelle-obésité-malformations cérébrales-dysmorphie faciale | Syndrome d'hypogonadisme hypergonadotrope masculin-déficience intellectuelle-anomalies squelettiques | Hyperostose vertébrale ankylosante avec tylose | Syndrome de microdélétion 16p11.2 distale | Syndrome de Prader-Willi | Déficience intellectuelle liée à l'X type Turner | Adipose douloureuse | Monosomie X | Carcinome de l'oesophage | Dystrophie musculaire d'Emery-Dreifuss | Syndrome d'Atkin-Flaitz | Déficience intellectuelle liée à l'X syndromique type 7 | Syndrome de microdélétion 11q22.2q22.3 | Syndrome de Sheehan | Dystrophie musculaire d'Emery-Dreifuss liée à l'X | Trisomie 5p | Syndrome de déficience intellectuelle-épilepsie-macrocéphalie-obésité | Achondroplasie "
HP:0005950,3,0.00808952406633%,Laryngeal web,3,FRAS1 | HAAO | AMER1 ,FRAS1 | HAAO | AMER1 ,1,Syndrome de Braddock ,Syndrome de Braddock 
HP:0008743,3,0.00808952406633%,Coronal hypospadias,3,FGFR2 | FGFR3 | FGF10 ,FGFR2 | FGFR3 | FGF10 ,1,Syndrome d'Abruzzo-Erickson ,Syndrome d'Abruzzo-Erickson 
HP:0040142,1,0.00269650802211%,Reduced 5-oxoprolinase activity,1,OPLAH ,OPLAH ,0,,
HP:0001519,4,0.0107860320884%,Disproportionate tall stature,4,PTEN | RET | FKBP14 | PLOD1 ,PTEN | RET | FKBP14 | PLOD1 ,12,Syndrome de Fryns-Smeets-Thiry ...,Syndrome de Fryns-Smeets-Thiry | Syndrome de Protée | Syndrome de Wolf-Hirschhorn | Arachnodactylie congénitale avec contractures | Syndrome d'Ehlers-Danlos type cyphoscoliotique avec surdité | Syndrome de Stickler | Gigantisme 15q | Syndrome de déficience intellectuelle-myopathie-petite taille-défaut endocrinien | Syndrome marfanoïde avec déficience intellectuelle liée à l'X | Syndrome de Marfan | Homocystinurie classique | Syndrome d'hydrocéphalie-grande taille-hyperlaxité 
HP:0001518,32,0.0862882567076%,Small for gestational age,32,BUB1B | GATA6 | TTC37 | RET ...,BUB1B | GATA6 | TTC37 | RET | FLCN | SIX2 | SLC12A1 | TRAIP | ACTB | RECQL4 | H19 | FANCD2 | FANCE | FANCC | FANCA | TAPT1 | POR | SBDS | KANSL1 | WDR73 | RBBP8 | PNPLA6 | TMEM70 | ERCC6 | KCNJ1 | PPP1R15B | INSR | COQ7 | UBR1 | FBXL4 | NPHS1 | HSD11B2 ,20,Hyperthyroïdie familiale par mutation du récepteur de la TSH ...,Hyperthyroïdie familiale par mutation du récepteur de la TSH | Syndrome acrootooculaire | Syndrome de microdélétion 20q13.33 | Dysplasie frontonasale associée à SIX2 | Syndrome de Haddad | Retard de croissance par déficit du facteur de croissance analogue à l'insuline type 1 | Dystonie dopa-sensible par déficit en sépiaptérine réductase | Schisis association | Syndrome diéthylstilbestrol | Dysplasie broncho-pulmonaire | Monosomie distale 15q | Syndrome d'hypoplasie pancréatique-diabète-cardiopathie congénitale | Syndrome de trigonocéphalie-petite taille-retard de croissance | Syndrome de microdélétion 2q24 | Syndrome de lipodystrophie-déficience intellectuelle-surdité | Syndrome de Marfan néonatal | Syndrome de progeria-petite taille-naevus pigmentés | Syndrome du chromosome 12 en anneau | Insuffisance placentaire | Rétinopathie du prématuré 
HP:0001982,2,0.00539301604422%,Sea-blue histiocytosis,2,APOE | GLB1 ,APOE | GLB1 ,1,Histiocytose bleu de mer ,Histiocytose bleu de mer 
HP:0001993,1,0.00269650802211%,Ketoacidosis,1,EIF2AK3 ,EIF2AK3 ,2,Syndrome de Wolcott-Rallison ...,Syndrome de Wolcott-Rallison | Syndrome de microdélétion Xp21 
HP:0001995,1,0.00269650802211%,Hyperchloremic acidosis,1,SLC4A4 ,SLC4A4 ,0,,
HP:0003270,20,0.0539301604422%,Abdominal distention,20,SLC2A2 | ITGA6 | PSAP | WDR35 ...,SLC2A2 | ITGA6 | PSAP | WDR35 | WDR34 | FLNA | IFT80 | ITGB4 | WT1 | SEC63 | DYNC2H1 | ACTG2 | WDR60 | RRM2B | INSR | SPINT2 | TCTN2 | SLC26A4 | NPHS1 | MNX1 ,57,Hypothyroïdie congénitale par passage transplacentaire d'anticorps anti-récepteur de la TSH ...,Hypothyroïdie congénitale par passage transplacentaire d'anticorps anti-récepteur de la TSH | Hypoplasie de la thyroïde | Tumeur neuroendocrine de la vésicule biliaire | Polykystose hépatique isolée | Achondrogenèse type 2 | Fibrothécome ovarien | Dysplasie spondylo-épimétaphysaire type Shohat | Hypothyroïdie congénitale idiopathique | Carcinome hépatocellulaire | Syndrome des côtes courtes-polydactylie type Verma-Naumoff | Athyréose | Hypothyroïdie congénitale primitive | Hypothyroïdie par déficit en facteurs de transcription impliqués dans le développement ou la fonction hypophysaire | Cholangite biliaire primitive | Mésothéliome péritonéal malin | Déficit en lipase acide lysosomale | Déficit immunitaire combiné-entéropathie | Hypothyroïdie congénitale | Achondrogenèse type 1A | Hypothyroïdie par mutation du récepteur de la TSH | Hypothyroïdie congénitale permanente | Déficit congénital en saccharase-isomaltase | Pancréatoblastome | Kyste pancréatique congénital | Hypothyroïdie congénitale due à une exposition maternelle aux médicaments antithyroïdiens | Leucodystrophie métachromatique de l'adulte | Hypothyroïdie familiale par anomalie de l'hormonosynthèse thyroïdienne | Leucodystrophie métachromatique infantile tardive | Syndrome d'hyperstimulation ovarienne | Gonadoblastome | Lymphome primitif des séreuses | Fibrome ovarien | Déficit congénital en héparane sulfate de l'entérocyte | Hypothyroïdie congénitale centrale | Atrésie du côlon | Syndrome d'hypopéristaltisme intestinal-microcôlon-mégavessie | Hypothyroïdie périphérique | Ectopie thyroïdienne | Maladie des inclusions microvillositaires | Résistance périphérique aux hormones thyroïdiennes | Hémiagénésie de la thyroïde | Syndrome d'épidermolyse bulleuse jonctionnelle-atrésie du pylore | Cap polypose | Tumeur desmoplastique à petites cellules | Maladie de Wolman | Déficit isolé en TSH | Dystrophie musculaire oculo-gastro-intestinale | Dysplasie platyspondylique type Torrance | Myopathie viscérale familiale | Mésothéliome kystique du péritoine | Carcinome neuroendocrine hépatique primaire | Carcinome péritonéal primaire | Leucodystrophie métachromatique juvénile | Syndrome de dérivés müllériens-lymphangiectasies-polydactylie | Encéphalopathie myo-neuro-gastrointestinale | Maladie de rétention des chylomicrons | Hypothyroïdie congénitale primitive sans anomalie de développement de la thyroïde 
HP:0001997,9,0.024268572199%,Gout,9,MUC1 | APOE | HNF1B | SLC37A4 ...,MUC1 | APOE | HNF1B | SLC37A4 | HPRT1 | UMOD | SEC61A1 | G6PC | PRPS1 ,3,Dysbêtalipoprotéinémie ...,"Dysbêtalipoprotéinémie | Lipoatrophie avec diabète, papules leucomélanodermiques, stéatose hépatique et cardiomyopathie hypertrophique | Syndrome de Lesch-Nyhan "
HP:0006390,1,0.00269650802211%,Anterior tibial bowing,1,SOX9 ,SOX9 ,0,,
HP:0005692,48,0.129432385061%,Joint hyperflexibility,48,PIK3CA | PTEN | SOX11 | WDR35 ...,PIK3CA | PTEN | SOX11 | WDR35 | FLNA | FLNB | RAP1B | RAP1A | HNF1B | NSD1 | FBLN5 | XYLT2 | ARID1B | ARID1A | TRAIP | SMARCE1 | ATP7A | SMOC1 | LMNA | HNF4A | NOTCH2 | NOTCH3 | COL5A1 | KAT6B | FGFR3 | RBBP8 | PTPN11 | IFT43 | HRAS | PAX2 | SRCAP | TNXB | BRAF | WDR19 | OCRL | KMT2D | COL18A1 | PLOD1 | ENPP1 | SLC2A10 | KRAS | IFT122 | EFEMP2 | LMX1B | HOXD13 | KDM6A | ABCC6 | LONP1 ,163,"Syndrome 48,XXYY ...","Syndrome 48,XXYY | Syndrome de Fryns-Smeets-Thiry | Syndrome d'Ehlers-Danlos type 7A | Syndrome nail-patella | Syndrome de Stickler autosomique récessif | Syndrome de Bannayan-Riley-Ruvalcaba | Monosomie 9q22.3 | Dysplasie osseuse létale type Holmgren-Forsell | Syndrome d'imperforation de l'oropharynx-anomalies costovertébrales | Gérodermie ostéodysplasique | Microphtalmie avec anomalie des membres | Syndrome de paraplégie-déficience intellectuelle-hyperkératose | Nanisme microcéphalique ostéodysplasique primordial type II | Syndrome de la corne occipitale | Syndrome de Loeys-Dietz | Syndrome d'Ehlers-Danlos avec déficit en fibronectine | Myopathie à multi-minicores modérée avec atteinte des mains | Syndrome 48,XXXY | Syndrome de petite taille-valvulopathie cardiaque-dysmorphie | Syndrome d'ataxie spinocérébelleuse-dysmorphie | Syndrome d'ostéoporose-macrocéphalie-cécité-hyperlaxité articulaire | Dysplasie spondylo-épimétaphysaire type Shohat | Syndrome de microtie-anomalies squelettiques-petite taille | Syndrome de microdélétion 3q29 | Syndrome de Seckel | Syndrome CODAS | Dysplasie spondylo-épimétaphysaire avec hyperlaxité ligamentaire | Néoplasie endocrinienne multiple type 2 | Dysplasie cranio-ectodermique | Syndrome de microdélétion 2q32q33 | Syndrome de Grant | Syndrome rein-colobome | Syndrome d'Ehlers-Danlos type cyphoscoliotique | Trisomie 20p | Syndrome d'Ehlers-Danlos classique | Syndrome blépharo-naso-facial | Syndrome de la maladie cardiaque polyvalvulaire | Dysplasie thanatophore | Hypertrichose cubitale | Nanisme de Lenz-Majewski | Syndrome d'Aarskog-Scott | Syndrome de Desbuquois | Syndrome d'Ehlers-Danlos lié à l'X | Tétrasomie X | Syndrome de Marshall-Smith | Syndrome de pili torti-retard de développement-anomalies neurologiques | Dysplasie cranio-lenticulo-suturale | Dysplasie spondylo-épimétaphysaire avec luxations multiples | Syndrome de dystrophie musculaire congénitale-cataracte infantile-hypogonadisme | Syndrome de Cole-Carpenter | Syndrome de Shprintzen-Goldberg | Syndrome de blépharophimosis-déficience intellectuelle type SBBYS | Syndrome de Weaver | Nanisme diastrophique | Dysplasie thanatophore type 2 | Syndrome mégalencéphalie-malformation capillaire-polymicrogyrie | Acrogérie | Syndrome de Coffin-Lowry | Syndrome de Stickler | Syndrome de De Barsy associé à ALDH18A1 | Pseudoxanthome élastique | Monosomie 5p | Syndrome oculo-réno-cérébelleux | Syndrome d'ostéogenèse imparfaite-microcéphalie-cataracte | Syndrome de Rothmund-Thomson | Syndrome d'hypertrichose-faciès acromégaloïde | Syndrome de Cohen | Dysplasie thoracomélique | Syndrome de tortuosité artérielle | Dysgénésie tubulaire rénale | Syndrome de Koolen-De Vries | Holoprosencéphalie | Déficience intellectuelle liée à l'X type Cabezas | Syndrome oculo-cérébro-rénal | Syndrome de la cornée fragile | Syndrome de Floating-Harbor | Syndrome d'ataxie-surdité-déficience intellectuelle | Syndrome de cécité nocturne-anomalies squelettiques-dysmorphie faciale | Syndrome d'Ehlers-Danlos type arthrochalasique | Dysplasie SPONASTRIME | Syndrome de Cooper-Jabs | Syndrome de Christianson | Syndrome de Rubinstein-Taybi | Syndrome GAPO | Syndrome de microdélétion 22q11.2 distale | Syndrome d'Ehlers-Danlos type vasculaire | Bêta-mercaptolactate cystéine disulfidurie | Syndrome d'Ehlers-Danlos type périodontite | Syndrome de mèches blanches-anomalies multiples | Syndrome d'Ehlers-Danlos type hypermobile | Syndrome trichorhinophalangien type 2 | Syndrome d'Ehlers-Danlos type progéroïde | Syndrome de Dubowitz | Syndrome 49,XXXXY | Syndrome de Catel-Manzke | Syndrome de délétion 22q11.2 | Syndrome de Costello | Syndrome kystes rénaux-diabète | Syndrome de Neuhauser-Eichner-Opitz | Dysplasie cranio-fronto-nasale | Syndrome d'Ehlers-Danlos par déficit en tenascin-X | Syndrome de Coffin-Siris | Syndrome de microdélétion 2q37 | Trisomie non distale 10q | Syndrome de Williams | Syndrome de microduplication 16p13.11 | Syndrome marfanoïde avec déficience intellectuelle liée à l'X | Syndrome de Kabuki | Monosomie distale 19p13.3 | Syndrome d'Ehlers-Danlos type 7B | Syndrome de méningocèle latérale | Syndrome de Knobloch | Maladie de Menkes | Syndrome de mégalocornée-déficience intellectuelle | Chondrodysplasie métaphysaire autosomique récessive | Syndrome SCARF | Ostéogenèse imparfaite | Syndrome de microdélétion 10q22.3q23.3 | Spondylo-oculaire syndrome | Cutis laxa autosomique dominante | Syndrome de Borjeson-Forssman-Lehmann | Syndrome de microdélétion 1q21.1 | Syndrome de Noonan | Déficience intellectuelle liée à l'X type Miles-Carpenter | Syndrome de Stickler type 1 | Syndrome de luxation de la hanche-dysmorphie | Tétrasomie 12p | Syndrome hyper-IgE autosomique dominant | Hypochondroplasie | Syndrome faciodigitogénital autosomique récessif | Poïkilodermie acrokératosique congénitale | Myopathie à multi-minicores | Syndrome d'Ehlers-Danlos type 1 | Dystrophie musculaire congénitale due à une mutation de LMNA | Syndrome SHORT | Syndrome de Larsen | Paraplégie spastique autosomique récessive type 53 | Déficit en transporteur de la créatine lié à l'X | Brachydactylie type E | Déficit en coenzyme Q10 | Syndrome d'Ehlers-Danlos type dermato-sparaxis | Syndrome de microdélétion 15q24 | Syndrome du faciès acromégaloïde | Syndrome 3M | Pseudoachondroplasie | Syndrome d'Ehlers-Danlos type 2 | Syndrome d'hydrocéphalie-grande taille-hyperlaxité | Syndrome de Temtamy | Syndrome de dysmorphie faciale-scrotum en châle-hyperlaxité ligamentaire | Odontochondrodysplasie | Acro-ostéolyse autosomique dominante | Syndrome de microduplication 15q11q13 | Cutis laxa autosomique récessive type 1 | Cutis laxa autosomique récessive type 2 | Dysplasie acromésomélique type Maroteaux | Dysplasie phalango-épiphysaire en ailes d'anges | Syndrome de Harrod | Mucopolysaccharidose type 4 | Syndrome de dysmorphie-pectus carinatum-laxité ligamentaire | Syndrome d'hypermobilité articulaire familiale | Syndrome de Melnick-Needles | Trisomie X | Achondroplasie "
HP:0100697,4,0.0107860320884%,Neurofibrosarcoma,4,NF1 | PTPN11 | BRAF | MAP2K1 ,NF1 | PTPN11 | BRAF | MAP2K1 ,1,Schwannome bénin ,Schwannome bénin 
HP:0100694,1,0.00269650802211%,Tibial torsion,1,RBM8A ,RBM8A ,1,Syndrome de thrombocytopénie-aplasie radiale ,Syndrome de thrombocytopénie-aplasie radiale 
HP:0007020,4,0.0107860320884%,Progressive spastic paraplegia,4,PET100 | TACO1 | PNPLA6 | RAB3GAP2 ,PET100 | TACO1 | PNPLA6 | RAB3GAP2 ,30,Syndrome de Leigh ...,Syndrome de Leigh | Déficience intellectuelle sévère et paraplégie spastique progressive | Paraplégie spastique autosomique dominante type 38 | Paraplégie spastique autosomique dominante type 37 | Paraplégie spastique autosomique dominante type 36 | Neuropathie héréditaire sensitive mutilante avec paraplégie spastique | Paraplégie spastique autosomique dominante type 12 | Paraplégie spastique autosomique dominante type 19 | Paraplégie spastique autosomique dominante type 73 | Paraplégie spastique autosomique récessive type 78 | Syndrome de Leigh avec leucodystrophie | Paraplégie spastique mitochondriale associée à MT-AP6 | Paraplégie spastique autosomique dominante type 42 | Syndrome de duplication/délétion inversée 8p | Syndrome de paraplégie spastique-retard de développement sévère-épilepsie | Syndrome de parésie spastique-puberté précoce | Syndrome de paraplégie spastique-déficience intellectuelle-nystagmus-obésité | Paraplégie spastique autosomique récessive type 66 | Paraplégie spastique autosomique récessive type 67 | Syndrome de paraplégie spastique-neuropathie-poïkilodermie | Paraplégie spastique autosomique dominante type 41 | Syndrome de cyphoscoliose-atrophie de la langue-paraplégie spastique héréditaire | Paraplégie spastique autosomique dominante type 8 | Paraplégie spastique autosomique récessive type 74 | Paraplégie spastique autosomique récessive type 71 | Paraplégie spastique autosomique récessive type 70 | Syndrome paraplégie spastique-atrophie optique-neuropathie | Paraplégie spastique autosomique récessive type 48 | Paraplégie spastique autosomique récessive type 69 | Paraplégie spastique autosomique type 30 
HP:0008291,1,0.00269650802211%,Pituitary corticotropic cell adenoma,1,CDKN1B ,CDKN1B ,5,Néoplasie endocrinienne multiple type 1 ...,Néoplasie endocrinienne multiple type 1 | Néoplasie endocrinienne multiple type 4 | Syndrome de Zollinger-Ellison | Syndrome de Nelson | Carcinome hypophysaire 
HP:0001980,2,0.00539301604422%,Megaloblastic bone marrow,2,LMBRD1 | MMACHC ,LMBRD1 | MMACHC ,6,Déficit en transcobalamine ...,Déficit en transcobalamine | Acidémie méthylmalonique avec homocystinurie type cblF | Acidémie méthylmalonique avec homocystinurie type cblD | Acidémie méthylmalonique avec homocystinurie type cblC | Acidémie méthylmalonique avec homocystinurie | Homocystinurie sans acidurie méthylmalonique 
HP:0008293,1,0.00269650802211%,Long-chain dicarboxylic aciduria,1,CPT2 ,CPT2 ,0,,
HP:0010290,2,0.00539301604422%,Short hard palate,2,WNT5A | SNRPB ,WNT5A | SNRPB ,3,Syndrome de Stickler ...,Syndrome de Stickler | Syndrome cérébrocostomandibulaire | Syndrome de dysmorphie faciale-anorexie-cachexie-anomalies oculaires et cutanées 
HP:0010291,1,0.00269650802211%,Prominent palatine ridges,1,SIX2 ,SIX2 ,1,Dysplasie frontonasale associée à SIX2 ,Dysplasie frontonasale associée à SIX2 
HP:0010292,1,0.00269650802211%,Absent uvula,1,ROR2 ,ROR2 ,0,,
HP:0010293,16,0.0431441283538%,Aplasia/Hypoplasia of the uvula,16,FANCD2 | BRIP1 | SLX4 | FANCG ...,FANCD2 | BRIP1 | SLX4 | FANCG | FANCF | FANCE | FANCC | FANCB | FANCA | FANCM | FANCL | FANCI | ERCC4 | PALB2 | UBE2T | RAD51C ,3,Anémie de Fanconi ...,Anémie de Fanconi | Monosomie distale 17q | Syndrome de mésomélie-synostoses 
HP:0010294,1,0.00269650802211%,Palate fistula,1,DLX4 ,DLX4 ,0,,
HP:0030074,4,0.0107860320884%,Chemodectoma,4,SDHC | SDHAF2 | SDHB | SDHD ,SDHC | SDHAF2 | SDHB | SDHD ,0,,
HP:0010296,3,0.00808952406633%,Ankyloglossia,3,ROR2 | LAMB3 | LAMC2 ,ROR2 | LAMB3 | LAMC2 ,8,Epidermolyse bulleuse dystrophique récessive sévère généralisée ...,Epidermolyse bulleuse dystrophique récessive sévère généralisée | Syndrome de Robinow autosomique récessif | Syndrome de microdélétion 22q11.2 distale | Epidermolyse bulleuse jonctionnelle généralisée sévère | Epidermolyse bulleuse dystrophique récessive inversée | Epidermolyse bulleuse dystrophique récessive généralisée intermédiaire | Syndrome de microdélétion 1q21.1 | Poïkilodermie acrokératosique congénitale 
HP:0010297,13,0.0350546042874%,Bifid tongue,13,OFD1 | FRAS1 | WDR35 | WDR34 ...,OFD1 | FRAS1 | WDR35 | WDR34 | IFT80 | ROR2 | DYNC2H1 | WDR60 | FREM2 | DHCR7 | CEP120 | GRIP1 | WNT5A ,11,Frontorhinie ...,Frontorhinie | Syndrome des côtes courtes-polydactylie type Verma-Naumoff | Syndrome de Robinow autosomique récessif | Syndrome de surdité-syndrome craniofacial | Syndrome de Robinow autosomique dominant | Syndrome de fente labiopalatine-malrotation-cardiopathie | Syndrome de Fraser | Trisomie 8q | Monosomie distale 15q | Syndrome de Smith-Lemli-Opitz | Syndrome de Holzgreve 
HP:0001986,2,0.00539301604422%,Hypertonic dehydration,2,AQP2 | AVPR2 ,AQP2 | AVPR2 ,0,,
HP:0004586,3,0.00808952406633%,Biconcave vertebral bodies,3,NOTCH2 | NOTCH3 | MBTPS2 ,NOTCH2 | NOTCH3 | MBTPS2 ,3,Gérodermie ostéodysplasique ...,Gérodermie ostéodysplasique | Ostéogenèse imparfaite | Acro-ostéolyse autosomique dominante 
HP:0040196,3,0.00808952406633%,Mild microcephaly,3,GATA6 | SDHB | SDHD ,GATA6 | SDHB | SDHD ,3,Ataxie cérébelleuse congénitale autosomique récessive par déficit en CWF19L1 ...,Ataxie cérébelleuse congénitale autosomique récessive par déficit en CWF19L1 | Syndrome d'hypoplasie pancréatique-diabète-cardiopathie congénitale | Déficit isolé en succinate-CoQ réductase 
HP:0008424,1,0.00269650802211%,Hypoplastic 5th lumbar vertebrae,1,NOTCH2 ,NOTCH2 ,1,Acro-ostéolyse autosomique dominante ,Acro-ostéolyse autosomique dominante 
HP:0001987,5,0.0134825401106%,Hyperammonemia,5,CAD | TMEM70 | CPT1A | CPT2 ...,CAD | TMEM70 | CPT1A | CPT2 | SLC7A7 ,17,Encéphalo-cardio-myopathie mitochondriale associée à TMEM70 ...,Encéphalo-cardio-myopathie mitochondriale associée à TMEM70 | Déficit en acyl-CoA déshydrogénase des acides gras à chaîne longue | Déficit en ornithine transcarbamylase | Déficit en holocarboxylase synthétase | Hyperinsulinisme par déficit en 3-hydroxylacyl-CoA déshydrogénase des acides gras à chaîne courte | Déficit en 3-méthylcrotonyl-CoA carboxylase | Acidémie méthylmalonique isolée résistante à la vitamine B12 type mut- | Déficit en carnitine-acylcarnitine translocase | Acidémie méthylmalonique résistante à la vitamine B12 | Acidémie propionique | Déficit en acyl-CoA déshydrogénase 9 | Acidurie argininosuccinique | Argininémie | Acidémie méthylmalonique sensible à la vitamine B12 | Acidémie méthylmalonique résistante à la vitamine B12 type mut0 | Déficit en pyruvate déshydrogénase E3 | Déficit en carbamoyl-phosphate synthétase 1 
HP:0010500,1,0.00269650802211%,Hyperextensibility of the knee,1,COL5A1 ,COL5A1 ,0,,
HP:0031320,1,0.00269650802211%,Cardiomyocyte mitochondrial proliferation,1,CACNA1S ,CACNA1S ,1,Hyperthermie maligne de l'anesthésie ,Hyperthermie maligne de l'anesthésie 
HP:0010502,6,0.0161790481327%,Fibular bowing,6,PHEX | CLCN5 | FGFR3 | CYP27B1 ...,PHEX | CLCN5 | FGFR3 | CYP27B1 | SLC34A3 | VDR ,2,Syndrome de Weismann-Netter-Stuhl ...,Syndrome de Weismann-Netter-Stuhl | Syndrome d'achondroplasie sévère-retard de développement-acanthosis nigricans 
HP:0010503,1,0.00269650802211%,Fibular duplication,1,SHH ,SHH ,2,Syndrome de tibia hypoplasique-polydactylie ...,Syndrome de tibia hypoplasique-polydactylie | Syndrome de Laurin-Sandrow 
HP:0000103,23,0.0620196845086%,Polyuria,23,NPHP3 | NPHP1 | NPHP4 | FAM20A ...,NPHP3 | NPHP1 | NPHP4 | FAM20A | BSND | SLC12A1 | SLC12A3 | CYP24A1 | SLC5A2 | CLCNKA | CLCNKB | SARS2 | CTNS | AQP2 | CASR | KCNJ1 | KCNJ5 | SLC34A1 | MAGED2 | AVPR2 | KCNJ10 | TMEM67 | CLDN16 ,0,,
