#DiseaseName	SourceName	ConceptID	SourceID	DiseaseMIM	LastModified	Category
Encephalopathy, acute, infection-induced, 3, suceptibility to	NCBI curation	C2675556		608033	16 Feb 2016	Disease
Encephalopathy, acute, infection-induced, 4, susceptibility to	NCBI curation	C3280160		614212	16 Feb 2016	Disease
Encephalopathy, axonal, with necrotizing myopathy, cardiomyopathy, and cataracts	NCBI curation	C1856990		225740	16 Feb 2016	Disease
Encephalopathy, familial progressive necrotizing	NCBI curation	C4016614			16 Feb 2016	Disease
Encephalopathy, familial, with neuroserpin inclusion bodies	NCBI curation	C1858680		604218	26 May 2016	Disease
ENCEPHALOPATHY, NEONATAL SEVERE, WITH LACTIC ACIDOSIS AND BRAIN ABNORMALITIES	OMIM	C4540052	617668	617668	17 Sep 2017	Disease
Encephalopathy, neonatal severeMental retardation, X-linked, syndromic 13Rett syndrome	Genetic Services Laboratory, University of Chicago	CN221284	NM_004992.3(MECP2):c.1214_1230del		16 Feb 2016	Disease
ENCEPHALOPATHY, PROGRESSIVE, EARLY-ONSET, WITH BRAIN ATROPHY AND SPASTICITY	OMIM	C4540059	617669	617669	20 Sep 2017	Disease
Encephalopathy, progressive, early-onset, with brain atrophy and thin corpus callosum	NCBI curation	C4310671		617193	20 Jun 2017	Disease
Encephalopathy, progressive, early-onset, with brain edema and/or leukoencephalopathy	NCBI curation	C4310675		617186	20 Jun 2017	Disease
Encephalopathy, progressive, with amyotrophy and optic atrophy	NCBI curation	C4310667		617207	20 Jun 2017	Disease
Encephalopathy, progressive, with or without lipodystrophy	NCBI curation	C4014700		615924	16 Feb 2016	Disease
Encephalopathy-basal ganglia-calcification	Office of Rare Diseases		2116		16 Feb 2016	Disease
Enchondroma	Office of Rare Diseases		6335		16 Feb 2016	Disease
Enchondroma	Human Phenotype Ontology	C1704356	HP:0030038		16 Feb 2016	Finding
Enchondromatosis	Office of Rare Diseases	C0014084	7251	166000	16 Feb 2016	Disease
Enchondromatosis	SNOMED CT	C0014084	268274005	166000	16 Feb 2016	Disease
Enchondromatosis dwarfism deafness	Office of Rare Diseases		294		16 Feb 2016	Disease
Encopresis	Human Phenotype Ontology	C2945606	HP:0040183		16 Feb 2016	Finding
End stage renal disease due to bilateral VUR	Lupski Lab, Baylor-Hopkins CMG,Baylor College of Medicine	CN235501			12 Mar 2016	Finding
Endemic Kaposi sarcoma	Office of Rare Diseases		10431		16 Feb 2016	Disease
Endemic tyrolean infantile cirrhosis	NCBI curation				16 Feb 2016	Disease
Endocapillary hypercellularity	Human Phenotype Ontology	C4476732	HP:0025363		02 Apr 2017	Finding
Endocardial fibroelastosis	Office of Rare Diseases	C0014117	6336	226000	16 Feb 2016	Disease
Endocardial fibroelastosis	SNOMED CT	C0014117	65457005	226000	16 Feb 2016	Disease
Endocardial fibroelastosis	International Standards For Cytogenomic Arrays Consortium (ISCA)	C0014117		226000	16 Feb 2016	Disease
Endocardial fibroelastosis	Human Phenotype Ontology	C0014117	HP:0001706	226000	16 Feb 2016	Disease
Endocardial fibroelastosis and coarctation of abdominal aorta	NCBI curation	C1856971		226100	16 Feb 2016	Disease
Endocardial fibrosis	Human Phenotype Ontology	C0553980	HP:0006685		16 Feb 2016	Finding
Endocarditis	Human Phenotype Ontology	C0014118	HP:0100584		16 Feb 2016	Finding
Endocrine (adult onset)	Ambry Genetics	CN232465			16 Feb 2016	Finding
Endocrine (child onset)	Ambry Genetics	CN232539			16 Feb 2016	Finding
Endocrine-cerebroosteodysplasia	NCBI curation	C2675227		612651	16 Feb 2016	Disease
Endocrinological phenotype	Developmental Genetics Unit,King Faisal Specialist Hospital & Research Centre	CN230739			16 Feb 2016	Finding
Endolymphatic sac tumor	Human Phenotype Ontology	C2348239	HP:0030393		16 Feb 2016	Finding
Endolymphatic sac tumors (ELST's) in Von Hippel Lindau (VHL) disease	Office of Rare Diseases		9270		16 Feb 2016	Disease
endometrial cancer	University of Washington Department of Laboratory Medicine,University of Washington	CN235594			19 Mar 2016	Finding
Endometrial carcinoma	SNOMED CT	C0476089	254878006	608089	16 Feb 2016	Disease
Endometrial carcinoma	Human Phenotype Ontology	C0476089	HP:0012114	608089	16 Feb 2016	Disease
Endometrial Endometrioid Adenocarcinoma, Variant with Squamous Differentiation	NCBI curation	C0279763			02 Mar 2017	Disease
Endometrial neoplasm	NCBI curation	C0014170			16 Feb 2016	Disease
Endometrial stromal sarcoma	Office of Rare Diseases		6339		16 Feb 2016	Disease
Endometrioid tumor	SNOMED CT	C0474809	253013001		16 Feb 2016	Disease
Endometriosis	Human Phenotype Ontology	C0014175	HP:0030127		16 Feb 2016	Finding
Endometriosis 1	NCBI curation	C1851649		131200	16 Feb 2016	Disease
Endomyocardial fibrosis	Office of Rare Diseases		6340		16 Feb 2016	Disease
Endopolyploidy on chromosome studies of bone marrow	Human Phenotype Ontology	C4025624	HP:0003352		16 Feb 2016	Finding
Endothelial dystrophy, congenital hereditary, with nail hypoplasia	NCBI curation	C1856970		226110	16 Feb 2016	Disease
Endotoxin hyporesponsiveness	NCBI curation	C1864267			16 Feb 2016	Disease
Endplate acetylcholinesterase deficiency	NCBI curation	C1864233		603034	16 Feb 2016	Disease
Eng Strom syndrome	Office of Rare Diseases		2123		16 Feb 2016	Disease
Engelhard Yatziv syndrome	Office of Rare Diseases		2124		16 Feb 2016	Disease
Enhanced memory	NCBI curation				16 Feb 2016	Disease
Enhanced neurotoxicity of vincristine	Human Phenotype Ontology	C4025661	HP:0003009		16 Feb 2016	Finding
Enhanced ristocetin cofactor assay activity	Human Phenotype Ontology	C4022612	HP:0030136		16 Feb 2016	Finding
Enhanced s-cone syndrome	NCBI curation	C1849394		268100	16 Feb 2016	Disease
Enhancement of the C-reflex	Human Phenotype Ontology	C3552824	HP:0001340		16 Feb 2016	Finding
Enlarged brainstem	Human Phenotype Ontology	C4022741	HP:0012755		16 Feb 2016	Finding
Enlarged cerebellum	Human Phenotype Ontology	C3278024	HP:0012081		16 Feb 2016	Finding
Enlarged cisterna magna	Human Phenotype Ontology	C1853377	HP:0002280		16 Feb 2016	Finding
Enlarged cochlear aqueduct	Human Phenotype Ontology	C4021154	HP:0011388		16 Feb 2016	Finding
Enlarged epiphyses	Human Phenotype Ontology	C1833328	HP:0010580		16 Feb 2016	Finding
Enlarged epiphyses of the 2nd finger	Human Phenotype Ontology	C4024334	HP:0009491		16 Feb 2016	Finding
Enlarged epiphyses of the 2nd toe	Human Phenotype Ontology	C4022374	HP:0100047		16 Feb 2016	Finding
Enlarged epiphyses of the 3rd finger	Human Phenotype Ontology	C4024380	HP:0009413		16 Feb 2016	Finding
Enlarged epiphyses of the 3rd toe	Human Phenotype Ontology	C4022363	HP:0100058		16 Feb 2016	Finding
Enlarged epiphyses of the 4th finger	Human Phenotype Ontology	C4024394	HP:0009396		16 Feb 2016	Finding
Enlarged epiphyses of the 4th toe	Human Phenotype Ontology	C4022352	HP:0100069		16 Feb 2016	Finding
Enlarged epiphyses of the 5th finger	Human Phenotype Ontology	C4024404	HP:0009385		16 Feb 2016	Finding
Enlarged epiphyses of the 5th toe	Human Phenotype Ontology	C4022341	HP:0100080		16 Feb 2016	Finding
Enlarged epiphyses of the distal phalanges of the hand	Human Phenotype Ontology	C4023950	HP:0010249		16 Feb 2016	Finding
Enlarged epiphyses of the hallux	Human Phenotype Ontology	C4024043	HP:0010116		16 Feb 2016	Finding
Enlarged epiphyses of the middle phalanges of the hand	Human Phenotype Ontology	C4023941	HP:0010260		16 Feb 2016	Finding
Enlarged epiphyses of the phalanges of the hand	Human Phenotype Ontology	C1865036	HP:0010231		16 Feb 2016	Finding
Enlarged epiphyses of the proximal phalanges of the hand	Human Phenotype Ontology	C4023930	HP:0010271		16 Feb 2016	Finding
Enlarged epiphyses of the toes	Human Phenotype Ontology	C4023994	HP:0010165		16 Feb 2016	Finding
Enlarged epiphysis of the 1st metacarpal	Human Phenotype Ontology	C4024105	HP:0010018		16 Feb 2016	Finding
Enlarged epiphysis of the 1st metatarsal	Human Phenotype Ontology	C4024007	HP:0010152		16 Feb 2016	Finding
Enlarged epiphysis of the distal phalanx of the 2nd finger	Human Phenotype Ontology	C4024325	HP:0009505		16 Feb 2016	Finding
Enlarged epiphysis of the distal phalanx of the 2nd toe	Human Phenotype Ontology	C4022318	HP:0100103		16 Feb 2016	Finding
Enlarged epiphysis of the distal phalanx of the 3rd finger	Human Phenotype Ontology	C4024429	HP:0009338		16 Feb 2016	Finding
Enlarged epiphysis of the distal phalanx of the 3rd toe	Human Phenotype Ontology	C4022283	HP:0100138		16 Feb 2016	Finding
Enlarged epiphysis of the distal phalanx of the 4th finger	Human Phenotype Ontology	C4024494	HP:0009253		16 Feb 2016	Finding
Enlarged epiphysis of the distal phalanx of the 4th toe	Human Phenotype Ontology	C4022249	HP:0100172		16 Feb 2016	Finding
Enlarged epiphysis of the distal phalanx of the 5th finger	Human Phenotype Ontology	C4024572	HP:0009147		16 Feb 2016	Finding
Enlarged epiphysis of the distal phalanx of the 5th toe	Human Phenotype Ontology	C4022216	HP:0100205		16 Feb 2016	Finding
Enlarged epiphysis of the distal phalanx of the hallux	Human Phenotype Ontology	C4024018	HP:0010141		16 Feb 2016	Finding
Enlarged epiphysis of the distal phalanx of the thumb	Human Phenotype Ontology	C4021408	HP:0009678		16 Feb 2016	Finding
Enlarged epiphysis of the middle phalanx of the 2nd finger	Human Phenotype Ontology	C4024317	HP:0009516		16 Feb 2016	Finding
Enlarged epiphysis of the middle phalanx of the 2nd toe	Human Phenotype Ontology	C4022307	HP:0100114		16 Feb 2016	Finding
Enlarged epiphysis of the middle phalanx of the 3rd finger	Human Phenotype Ontology	C4024441	HP:0009324		16 Feb 2016	Finding
Enlarged epiphysis of the middle phalanx of the 3rd toe	Human Phenotype Ontology	C4022272	HP:0100149		16 Feb 2016	Finding
Enlarged epiphysis of the middle phalanx of the 4th finger	Human Phenotype Ontology	C4024524	HP:0009217		16 Feb 2016	Finding
Enlarged epiphysis of the middle phalanx of the 4th toe	Human Phenotype Ontology	C4022238	HP:0100183		16 Feb 2016	Finding
Enlarged epiphysis of the middle phalanx of the 5th finger	Human Phenotype Ontology	C4024534	HP:0009206		16 Feb 2016	Finding
Enlarged epiphysis of the middle phalanx of the 5th toe	Human Phenotype Ontology	C4022205	HP:0100216		16 Feb 2016	Finding
Enlarged epiphysis of the proximal phalanx of the 2nd finger	Human Phenotype Ontology	C4021455	HP:0009527		16 Feb 2016	Finding
Enlarged epiphysis of the proximal phalanx of the 2nd toe	Human Phenotype Ontology	C4022296	HP:0100125		16 Feb 2016	Finding
Enlarged epiphysis of the proximal phalanx of the 3rd finger	Human Phenotype Ontology	C4021488	HP:0009349		16 Feb 2016	Finding
Enlarged epiphysis of the proximal phalanx of the 3rd toe	Human Phenotype Ontology	C4022261	HP:0100160		16 Feb 2016	Finding
Enlarged epiphysis of the proximal phalanx of the 4th finger	Human Phenotype Ontology	C4024485	HP:0009264		16 Feb 2016	Finding
Enlarged epiphysis of the proximal phalanx of the 4th toe	Human Phenotype Ontology	C4022227	HP:0100194		16 Feb 2016	Finding
Enlarged epiphysis of the proximal phalanx of the 5th finger	Human Phenotype Ontology	C4024566	HP:0009158		16 Feb 2016	Finding
Enlarged epiphysis of the proximal phalanx of the 5th toe	Human Phenotype Ontology	C4022194	HP:0100227		16 Feb 2016	Finding
Enlarged epiphysis of the proximal phalanx of the hallux	Human Phenotype Ontology	C4024029	HP:0010130		16 Feb 2016	Finding
Enlarged epiphysis of the proximal phalanx of the thumb	Human Phenotype Ontology	C4024250	HP:0009667		16 Feb 2016	Finding
Enlarged Eustachian valve	Human Phenotype Ontology	C4703429	HP:0031591		04 Apr 2018	Finding
Enlarged fetal cisterna magna	Human Phenotype Ontology	C4023365	HP:0011427		16 Feb 2016	Finding
Enlarged flash visual evoked potentials	Human Phenotype Ontology	C4021558	HP:0008045		16 Feb 2016	Finding
Enlarged fossa interpeduncularis	Human Phenotype Ontology	C4020922	HP:0100951		16 Feb 2016	Finding
Enlarged hippocampus	Human Phenotype Ontology	C4021908	HP:0100961		16 Feb 2016	Finding
Enlarged humeral metaphyses	Human Phenotype Ontology	C4021707	HP:0003910		16 Feb 2016	Finding
Enlarged interhemispheric fissure	Human Phenotype Ontology	C4020920	HP:0100953		16 Feb 2016	Finding
Enlarged interphalangeal joints	Human Phenotype Ontology	C1859701	HP:0006247		16 Feb 2016	Finding
Enlarged joints	Human Phenotype Ontology	C1859111	HP:0003037		16 Feb 2016	Finding
Enlarged kidney	Human Phenotype Ontology	C0542518	HP:0000105		02 Apr 2017	Finding
Enlarged labia minora	Human Phenotype Ontology	C1849358	HP:0008683		16 Feb 2016	Finding
Enlarged lacrimal glands	Human Phenotype Ontology	C1867030	HP:0007734		16 Feb 2016	Finding
Enlarged mesenteric lymph node	Human Phenotype Ontology	C4476563	HP:0025043		02 Apr 2017	Finding
Enlarged metacarpal epiphyses	Human Phenotype Ontology	C1865035	HP:0006134		16 Feb 2016	Finding
Enlarged metacarpophalangeal joints	Human Phenotype Ontology	C1859700	HP:0006163		16 Feb 2016	Finding
Enlarged metaphyses	Human Phenotype Ontology	C1855544	HP:0003051		16 Feb 2016	Finding
Enlarged naris	Human Phenotype Ontology	C1968580	HP:0009931		16 Feb 2016	Finding
Enlarged ovaries	Human Phenotype Ontology	C0392039	HP:0100879		16 Feb 2016	Finding
Enlarged parietal foramina	Orphanet	C1868598	60015		08 Oct 2018	Disease
Enlarged parietal foramina	Human Genetics and Genome Research Division,National Research Centre	C1868598			08 Oct 2018	Disease
Enlarged peripheral nerve	Human Phenotype Ontology	C2675074	HP:0012645		16 Feb 2016	Finding
Enlarged pituitary gland	Human Phenotype Ontology	C0342422	HP:0012505		16 Feb 2016	Finding
Enlarged polycystic ovaries	Human Phenotype Ontology	C4024641	HP:0008675		16 Feb 2016	Finding
Enlarged proximal interphalangeal joints	Human Phenotype Ontology	C1861350	HP:0006185		16 Feb 2016	Finding
Enlarged sagittal diameter of the cervical canal	Human Phenotype Ontology	C4025118	HP:0005878		16 Feb 2016	Finding
Enlarged semicircular canal	Human Phenotype Ontology	C4021156	HP:0011383		16 Feb 2016	Finding
Enlarged Spleen	Developmental Genetics Unit,King Faisal Specialist Hospital & Research Centre	CN238738			19 Oct 2016	Finding
Enlarged sylvian cistern	Human Phenotype Ontology	C4020921	HP:0100952		16 Feb 2016	Finding
Enlarged thalamic volume	Human Phenotype Ontology	C4022772	HP:0012694		16 Feb 2016	Finding
Enlarged thorax	Human Phenotype Ontology	C4020962	HP:0100625		16 Feb 2016	Finding
Enlarged thumb epiphysis	Human Phenotype Ontology	C4021406	HP:0009689		16 Feb 2016	Finding
Enlarged tonsils	Human Phenotype Ontology	C0272386	HP:0030812		02 Apr 2017	Finding
Enlarged uterus	Human Phenotype Ontology	C0151994	HP:0100878		16 Feb 2016	Finding
Enlarged vertebral pedicles	Human Phenotype Ontology	C4025303	HP:0004621		16 Feb 2016	Finding
Enlarged vestibular aqueduct	Human Phenotype Ontology	C3538946	HP:0011387	600791	19 Mar 2018	Disease
Enlarged-cystic kidneys	MacArthur Laboratory,Broad Institute of MIT and Harvard				15 Mar 2018	Finding
Enlarged-cystic kidneys with severely impaired renal function at birth	Broad Institute Rare Disease Group,Broad Institute				19 Jul 2018	Finding
Enlargement of parotid gland	Human Phenotype Ontology	C0341047	HP:0011801		16 Feb 2016	Finding
Enlargement of the ankles	Human Phenotype Ontology	C1838664	HP:0003029		16 Feb 2016	Finding
Enlargement of the costochondral junction	Human Phenotype Ontology	C1857180	HP:0000920		16 Feb 2016	Finding
Enlargement of the distal femoral epiphysis	Human Phenotype Ontology	C1843105	HP:0006438		16 Feb 2016	Finding
Enlargement of the proximal femoral epiphysis	Human Phenotype Ontology	C1859697	HP:0003371		16 Feb 2016	Finding
Enlargement of the wrists	Human Phenotype Ontology	C1838663	HP:0003020		16 Feb 2016	Finding
Enolase deficiency type 1	Office of Rare Diseases		2126		16 Feb 2016	Disease
Enolase deficiency type 2	Office of Rare Diseases		2127		16 Feb 2016	Disease
Enolase deficiency type 3	Office of Rare Diseases		2128		16 Feb 2016	Disease
Enolase deficiency type 4	Office of Rare Diseases		2129		16 Feb 2016	Disease
Entacapone response	Genetic Testing Registry (GTR)	CN227913	GTR000521340		16 Feb 2016	Pharmacological response
Entacapone response	Genelex	CN227913			16 Feb 2016	Pharmacological response
Enteric intraneuronal nuclear inclusion bodies	Human Phenotype Ontology	C4476867	HP:0030938		02 Apr 2017	Finding
Enteric neuronal degeneration	Human Phenotype Ontology	C4293668	HP:0025030		02 Apr 2017	Finding
Enterobiasis	Office of Rare Diseases		6342		16 Feb 2016	Disease
Enterocolitis	SNOMED CT	C0014356	43752006	226150	16 Feb 2016	Disease
Enterocolitis	Human Phenotype Ontology	C0014356	HP:0004387	226150	16 Feb 2016	Disease
Enterokinase deficiency	SNOMED CT	C0268416	190952002	226200	16 Feb 2016	Disease
Enteropathica	Office of Rare Diseases		6343		16 Feb 2016	Disease
Enteropathy, familial, with villous edema and immunoglobulin g2 deficiency	NCBI curation	C1838238		600351	16 Feb 2016	Disease
Enteropathy-associated T-cell lymphoma	Office of Rare Diseases		9809		16 Feb 2016	Disease
Enteroviral dermatomyositis syndrome	Human Phenotype Ontology	C3806660	HP:0003729		16 Feb 2016	Finding
Enteroviral hepatitis	Human Phenotype Ontology	C1843995	HP:0001412		16 Feb 2016	Finding
Enterovirus antenatal infection	Office of Rare Diseases		2130		16 Feb 2016	Disease
Enthesitis	Human Phenotype Ontology	C1282952	HP:0100686		16 Feb 2016	Finding
Entrapment neuropathy	Human Phenotype Ontology	C1510429	HP:0012181		16 Feb 2016	Finding
Entrapment neuropathy of suprascapular nerve	Human Phenotype Ontology	C0393890	HP:0012216		16 Feb 2016	Finding
Entrapment neuropathy of the ulnar nerve at elbow	Human Phenotype Ontology	C4023008	HP:0012186		16 Feb 2016	Finding
Entropion	Human Phenotype Ontology	C0014390	HP:0000621		16 Feb 2016	Finding
Enuresis	International Standards For Cytogenomic Arrays Consortium (ISCA)	C0014394			16 Feb 2016	Finding
Enuresis	Human Phenotype Ontology	C0014394	HP:0000805		16 Feb 2016	Finding
Enuresis diurna	Human Phenotype Ontology	C4023746	HP:0010678		16 Feb 2016	Finding
Enuresis nocturna	Human Phenotype Ontology	C0270327	HP:0010677	600631	04 Apr 2018	Disease
Enuresis, nocturnal, 2	NCBI curation	C1833268		600808	16 Feb 2016	Disease
Envenomization by bothrops lanceolatus	Office of Rare Diseases		2131		16 Feb 2016	Disease
Envenomization by the Martinique lancehead viper	Office of Rare Diseases		2132		16 Feb 2016	Disease
Environment associated hypertension	Office of Rare Diseases		6344		16 Feb 2016	Disease
Enzyme activity finding	SNOMED CT	C1827841	424017009		16 Feb 2016	Finding
Eosinophil peroxidase deficiency	NCBI curation	C1850000		261500	17 Apr 2016	Disease
Eosinophilia	Human Phenotype Ontology	C0014457	HP:0001880		16 Feb 2016	Finding
Eosinophilia myalgia syndrome	SNOMED CT		95416007		16 Feb 2016	Disease
Eosinophilic angiocentric fibrosis	Office of Rare Diseases		2032		16 Feb 2016	Disease
Eosinophilic cellulitis	SNOMED CT		238931006		16 Feb 2016	Disease
Eosinophilic cellulitis	Office of Rare Diseases		329		16 Feb 2016	Disease
Eosinophilic cryptitis	Office of Rare Diseases		6346		16 Feb 2016	Disease
Eosinophilic cystitis	Office of Rare Diseases		6347		16 Feb 2016	Disease
Eosinophilic enteropathy	Office of Rare Diseases		9142		16 Feb 2016	Disease
Eosinophilic esophagitis	SNOMED CT	C4551589	235599003	610247	16 Feb 2016	Disease
Eosinophilic esophagitis	Tgen's Center For Rare Childhood Disorders,Translational Genomics Research Institute (TGEN)	C4551589		610247	16 Feb 2016	Disease
Eosinophilic gastrointestinal disease	The Genetics Institute,Rambam Health Care Campus				27 Sep 2018	Finding
Eosinophilic pustular folliculitis	SNOMED CT		95333004		16 Feb 2016	Disease
Eosinophilic pustular folliculitis	Office of Rare Diseases		8534		16 Feb 2016	Disease
Eosinophilopenia	NCBI curation	C1851586		131430	16 Feb 2016	Disease
Ependymoblastoma	Office of Rare Diseases		6352		16 Feb 2016	Disease
Ependymoblastoma	Human Phenotype Ontology	C0700367	HP:0030066		16 Feb 2016	Finding
Ependymoma	Office of Rare Diseases	C0014474	6353		16 Feb 2016	Disease
Ependymoma	SNOMED CT	C0014474	57706008		16 Feb 2016	Disease
Ependymoma	Human Phenotype Ontology	C0014474	HP:0002888		16 Feb 2016	Disease
Epiblepharon	Human Phenotype Ontology	C0344503	HP:0011225		16 Feb 2016	Finding
Epiblepharon of lower lid	Human Phenotype Ontology	C1851583	HP:0040151	131450	16 Feb 2016	Disease
Epiblepharon of upper lid	Human Phenotype Ontology	C1851582	HP:0040150	131460	16 Feb 2016	Disease
Epibulbar dermoid	Human Phenotype Ontology	C1867616	HP:0001140		16 Feb 2016	Finding
Epicanthus	NCBI curation	C0678230		131500	16 Feb 2016	Disease
Epicanthus inversus	Human Phenotype Ontology	C1303003	HP:0000537		16 Feb 2016	Finding
Epidemic encephalitis	Office of Rare Diseases		6354		16 Feb 2016	Disease
Epidemic encephalomyelitis	Office of Rare Diseases		6355		16 Feb 2016	Disease
Epidermal acanthosis	Human Phenotype Ontology	C0221270	HP:0025092		02 Apr 2017	Finding
Epidermal hyperkeratosis	Human Phenotype Ontology	C1848773	HP:0007543		16 Feb 2016	Finding
Epidermal nevus	SNOMED CT	C0334082	25201003	162900	16 Feb 2016	Disease
Epidermal nevus	Human Phenotype Ontology	C0334082	HP:0010816	162900	16 Feb 2016	Disease
Epidermal nevus syndrome	SNOMED CT	C0265318	239112008	163200	16 Feb 2016	Disease
Epidermal nevus vitamin D resistant rickets	Office of Rare Diseases		2136		16 Feb 2016	Disease
Epidermal nevus with urothelial cancer, somatic	NCBI curation	C3277679			13 Dec 2018	Disease
Epidermal thickening	Human Phenotype Ontology	C0494876	HP:0011368		16 Feb 2016	Finding
EPIDERMODYSPLASIA VERRUCIFORMIS	OMIM	C0014522	226400	226400	25 May 2016	Disease
EPIDERMODYSPLASIA VERRUCIFORMIS	Office of Rare Diseases	C0014522	6357	226400	25 May 2016	Disease
EPIDERMODYSPLASIA VERRUCIFORMIS	SNOMED CT	C0014522	19138001	226400	25 May 2016	Disease
EPIDERMODYSPLASIA VERRUCIFORMIS 2	OMIM	CN257497	618231	618231	11 Dec 2018	Disease
EPIDERMODYSPLASIA VERRUCIFORMIS 3	OMIM	CN257949	618267	618267	05 Jan 2019	Disease
Epidermodysplasia verruciformis, X-linked	NCBI curation	C1844589		305350	16 Feb 2016	Disease
Epidermoid cyst	Human Phenotype Ontology	CN117781	HP:0200040		04 Apr 2018	Finding
Epidermoid cysts	NCBI curation	C0014511		131600	16 Feb 2016	Disease
Epidermolysa bullosa simplex and limb girdle muscular dystrophy	Office of Rare Diseases	C2931072	2137	226670	16 Feb 2016	Disease
Epidermolysis bullosa	Office of Rare Diseases	C0014527	6359		16 Feb 2016	Disease
Epidermolysis bullosa	SNOMED CT	C0014527	61003004		16 Feb 2016	Disease
Epidermolysis bullosa dystrophica inversa, autosomal recessive	NCBI curation	C2673612			16 Feb 2016	Disease
Epidermolysis bullosa dystrophica with subcorneal cleavage	NCBI curation				16 Feb 2016	Disease
Epidermolysis bullosa dystrophica, AD, Epidermolysis bullosa dystrophica, AR	Laboratory for Molecular Medicine,Partners HealthCare Personalized Medicine	CN228812	40323745		16 Feb 2016	Disease
Epidermolysis bullosa dystrophica, autosomal recessive, localisata variant	NCBI curation	C2673611			16 Feb 2016	Disease
Epidermolysis bullosa dystrophica, autosomal recessive, modifier of	NCBI curation				16 Feb 2016	Disease
Epidermolysis bullosa herpetiformis, Dowling-Meara	Office of Rare Diseases	C0079295	2141	131760	16 Feb 2016	Disease
Epidermolysis bullosa intraepidermic	Office of Rare Diseases		2142		16 Feb 2016	Disease
Epidermolysis bullosa junctionalis with pyloric atresia	NCBI curation	C1856934		226730	28 Feb 2017	Disease
Epidermolysis bullosa pruriginosa	SNOMED CT	C1275114	403810008	604129	16 Feb 2016	Disease
Epidermolysis bullosa pruriginosa, autosomal dominant	NCBI curation	C2675780			16 Feb 2016	Disease
Epidermolysis bullosa pruriginosa, autosomal recessive	NCBI curation	C1853063			16 Feb 2016	Disease
Epidermolysis bullosa simplex	Office of Rare Diseases	C0079298	10752		16 Feb 2016	Disease
Epidermolysis bullosa simplex	SNOMED CT	C0079298	67144006		16 Feb 2016	Disease
Epidermolysis bullosa simplex superficialis	NCBI curation	C1843477		607600	16 Feb 2016	Disease
Epidermolysis bullosa simplex with migratory circinate erythema	NCBI curation	C1836284		609352	16 Feb 2016	Disease
Epidermolysis bullosa simplex with mottled pigmentation	SNOMED CT	C0432316	254180002	131960	16 Feb 2016	Disease
Epidermolysis bullosa simplex with mottled pigmentation	Office of Rare Diseases	C0432316	9737	131960	16 Feb 2016	Disease
Epidermolysis bullosa simplex with nail dystrophy	NCBI curation	C4225309		616487	16 Feb 2016	Disease
Epidermolysis bullosa simplex with pyloric atresia	NCBI curation	C2677349		612138	16 Feb 2016	Disease
Epidermolysis bullosa simplex, autosomal recessive	NCBI curation	C3715082		601001	16 Feb 2016	Disease
Epidermolysis bullosa simplex, autosomal recessive 2	NCBI curation	C3809470		615425	16 Feb 2016	Disease
Epidermolysis bullosa simplex, Cockayne-Touraine type	Office of Rare Diseases	C0080333	2146	131800	16 Feb 2016	Disease
Epidermolysis bullosa simplex, Dowling-Meara type, with severe palmoplantar keratoderma	NCBI curation	C4016235			16 Feb 2016	Disease
Epidermolysis bullosa simplex, generalized, with scarring and hair loss	NCBI curation	C4310631		617294	20 Jun 2017	Disease
Epidermolysis bullosa simplex, generalized, with severe palmoplantar keratosis	NCBI curation	C4016236			16 Feb 2016	Disease
Epidermolysis bullosa simplex, Koebner type	Office of Rare Diseases	C0079299	2147	131900	16 Feb 2016	Disease
Epidermolysis bullosa simplex, Koebner type	SNOMED CT	C0079299	90496008	131900	16 Feb 2016	Disease
Epidermolysis bullosa simplex, Ogna type	SNOMED CT	C0432317	398071000	131950	16 Feb 2016	Disease
Epidermolysis bullosa simplex, Ogna type	Office of Rare Diseases	C0432317	2148	131950	16 Feb 2016	Disease
Epidermolysis bullosa with deficiency of galactosylhydroxylysyl glucosyltransferase	NCBI curation	C1851570		131880	16 Feb 2016	Disease
Epidermolysis bullosa with diaphragmatic hernia	NCBI curation	C1856933		226735	16 Feb 2016	Disease
Epidermolysis bullosa, dermolytic	Office of Rare Diseases		2150		16 Feb 2016	Disease
Epidermolysis bullosa, junctional	Office of Rare Diseases	C0079301	2152		16 Feb 2016	Disease
Epidermolysis bullosa, junctional, localisata variant	NCBI curation	C2608084			16 Feb 2016	Disease
Epidermolysis bullosa, junctional, with pyloric atrophy	Office of Rare Diseases		2154		16 Feb 2016	Disease
Epidermolysis bullosa, late-onset localized junctional, with mental retardation	Office of Rare Diseases	C1856969	299	226440	16 Feb 2016	Disease
Epidermolysis bullosa, lethal acantholytic	Office of Rare Diseases	C1864826	9910	609638	16 Feb 2016	Disease
Epidermolysis bullosa, nonspecific, autosomal recessive	NCBI curation	C3554367		615028	16 Feb 2016	Disease
Epidermolysis bullosa, pretibial, autosomal recessive	NCBI curation	C4015945			16 Feb 2016	Disease
Epidermolytic hyperkeratosis, late-onset	NCBI curation	C1862005			16 Feb 2016	Disease
Epididymal cyst	Human Phenotype Ontology	C0037859	HP:0030424		16 Feb 2016	Finding
Epididymal neoplasm	Human Phenotype Ontology	C0346239	HP:0030421		16 Feb 2016	Finding
Epididymitis	Human Phenotype Ontology	C0014534	HP:0000031		16 Feb 2016	Finding
Epidural hemorrhage	Human Phenotype Ontology	C0238154	HP:0100310		16 Feb 2016	Finding
